old_label,final_label,changed,source
Alarme 40,alarme 40,True,auto-syntax
Alarme 41,alarme 41,True,auto-syntax
Alarme 42,alarme 42,True,auto-syntax
Alarme 43,alarme 43,True,auto-syntax
Alarme 44,alarme 44,True,auto-syntax
Alarme 45,alarme 45,True,auto-syntax
Alarme 46,alarme 46,True,auto-syntax
Alarme 47,alarme 47,True,auto-syntax
Alarme 48,alarme 48,True,auto-syntax
Alarme 49,alarme 49,True,auto-syntax
Alarme 5,alarme 5,True,auto-syntax
Alarme 5 ec,alarme 5 ec,True,auto-syntax
Alarme 5 ment genou gch,alarme 5 ment genou gch,True,auto-syntax
Alarme 5 pied droit,alarme 5 pied droit,True,auto-syntax
Alarme 50,alarme 50,True,auto-syntax
Alarme 51,alarme 51,True,auto-syntax
Alarme 52,alarme 52,True,auto-syntax
Alarme 53,alarme 53,True,auto-syntax
Alarme 54,alarme 54,True,auto-syntax
Alarme 55,alarme 55,True,auto-syntax
Alarme 56,alarme 56,True,auto-syntax
Alarme 57,alarme 57,True,auto-syntax
Alarme 58,alarme 58,True,auto-syntax
Alarme 59,alarme 59,True,auto-syntax
Alarme 6,alarme 6,True,auto-syntax
Alarme 6 arcade gch,alarme 6 arcade gch,True,auto-syntax
Alarme 6 ec,alarme 6 ec,True,auto-syntax
Alarme 6 ment genou droit,alarme 6 ment genou droit,True,auto-syntax
Alarme 6 pied droit,alarme 6 pied droit,True,auto-syntax
Alarme 6 révulsion oculaire,alarme 6 révulsion oculaire,True,auto-syntax
Alarme 60,alarme 60,True,auto-syntax
Alarme 61,alarme 61,True,auto-syntax
Alarme 62,alarme 62,True,auto-syntax
Alarme 63,alarme 63,True,auto-syntax
Alarme 64,alarme 64,True,auto-syntax
Alarme 65,alarme 65,True,auto-syntax
Alarme 66,alarme 66,True,auto-syntax
Alarme 67,alarme 67,True,auto-syntax
Alarme 68,alarme 68,True,auto-syntax
Alarme 69,alarme 69,True,auto-syntax
Alarme 7,alarme 7,True,auto-syntax
Alarme 7 ec,alarme 7 ec,True,auto-syntax
Alarme 7 pied droit,alarme 7 pied droit,True,auto-syntax
Alarme 7 révulsion oculaire,alarme 7 révulsion oculaire,True,auto-syntax
Alarme 70,alarme 70,True,auto-syntax
Alarme 71,alarme 71,True,auto-syntax
Alarme 72,alarme 72,True,auto-syntax
Alarme 73,alarme 73,True,auto-syntax
Alarme 74,alarme 74,True,auto-syntax
Alarme 75,alarme 75,True,auto-syntax
Alarme 76,alarme 76,True,auto-syntax
Alarme 77,alarme 77,True,auto-syntax
Alarme 78,alarme 78,True,auto-syntax
Alarme 79,alarme 79,True,auto-syntax
Alarme 8,alarme 8,True,auto-syntax
Alarme 8 bras gch,alarme 8 bras gch,True,auto-syntax
Alarme 8 ec es pieds,alarme 8 ec es pieds,True,auto-syntax
Alarme 80,alarme 80,True,auto-syntax
Alarme 81,alarme 81,True,auto-syntax
Alarme 82,alarme 82,True,auto-syntax
Alarme 83,alarme 83,True,auto-syntax
Alarme 84,alarme 84,True,auto-syntax
Alarme 85,alarme 85,True,auto-syntax
Alarme 86,alarme 86,True,auto-syntax
Alarme 87,alarme 87,True,auto-syntax
Alarme 88,alarme 88,True,auto-syntax
Alarme 89,alarme 89,True,auto-syntax
Alarme 9,alarme 9,True,auto-syntax
Alarme 9 ec es pieds,alarme 9 ec es pieds,True,auto-syntax
Alarme 90,alarme 90,True,auto-syntax
Alarme 91,alarme 91,True,auto-syntax
Alarme 92,alarme 92,True,auto-syntax
Alarme 93,alarme 93,True,auto-syntax
Alarme 94,alarme 94,True,auto-syntax
Alarme 95,alarme 95,True,auto-syntax
Alarme 96,alarme 96,True,auto-syntax
Alarme 97,alarme 97,True,auto-syntax
Alarme 98,alarme 98,True,auto-syntax
Alarme 99,alarme 99,True,auto-syntax
Alarme non noté,alarme non noté,True,auto-syntax
Anomalie du champ visuel à droite,anomalie du champ visuel à droite,True,auto-syntax
Anomalies,anomalies,True,auto-syntax
Anomalies G,anomalies g,True,auto-syntax
Anomalous current flow on inputs,anomalous current flow on inputs,True,auto-syntax
Appel,appel,True,auto-syntax
"Appel le prénom, repond","appel le prénom, repond",True,auto-syntax
"Appel par le prénom, répond","appel par le prénom, répond",True,auto-syntax
Arrache toutes ses électrodes,arrache toutes ses électrodes,True,auto-syntax
Arrete ses mouvements,arrete ses mouvements,True,auto-syntax
Arrive à lire les mots,arrive à lire les mots,True,auto-syntax
Arrêt HPN,arrêt hpn,True,auto-syntax
Art ECG??,art ecg?,True,auto-syntax
Artefact,artefact,True,auto-syntax
Artefact 60 sec,artefact 60 sec,True,auto-syntax
Artefact biT synchrones de MSD,artefact bit synchrones de msd,True,auto-syntax
Artefact de gomme,artefact de gomme,True,auto-syntax
Artefact ec,artefact ec,True,auto-syntax
Artéfact de gomme,artéfact de gomme,True,auto-syntax
Au téléphone,au téléphone,True,auto-syntax
"Auto MS, frotte AV bras D avec main G","auto ms, frotte av bras d avec main g",True,auto-syntax
Automatismes Mb inf genoux s'entrechoque,automatismes mb inf genoux s'entrechoque,True,auto-syntax
Automatismes verbaux? Echolalie,automatismes verbaux? echolalie,True,auto-syntax
Avec intervalles libres,avec intervalles libres,True,auto-syntax
BAILLE,baille,True,auto-syntax
BAILLE sec,baille sec,True,auto-syntax
BAILLLE,baillle,True,auto-syntax
BALLE,balle,True,auto-syntax
BASALES G VERIFIEES,basales g verifiees,True,auto-syntax
BIEN ORENTE,bien orente,True,auto-syntax
BOIT,boit,True,auto-syntax
BOIUGE,boiuge,True,auto-syntax
BOUE,boue,True,auto-syntax
BOUFF2E,bouff2e,True,auto-syntax
BOUFFE + clignement,bouffe + clignement,True,auto-syntax
BOUFFE AS,bouffe as,True,auto-syntax
BOUFFE ASY,bouffe asy,True,auto-syntax
BOUFFE ASYMPTO,bouffe asympto,True,auto-syntax
BOUFFE ASYPTO,bouffe asypto,True,auto-syntax
BOUFFE CONTINUE DE PARLER,bouffe continue de parler,True,auto-syntax
BOUFFE RYTHMIQUE,bouffe rythmique,True,auto-syntax
BOUFFE YEUX,bouffe yeux,True,auto-syntax
BOUFFEE,bouffee,True,auto-syntax
BOUFFEE ASYMPTO,bouffee asympto,True,auto-syntax
BOUFFEE DE POINTES,bouffee de pointes,True,auto-syntax
BOUFFEE LENTE,bouffee lente,True,auto-syntax
BOUFFEE S'ARRETE DE FAIRE HPN,bouffee s'arrete de faire hpn,True,auto-syntax
BOUFFEE S'ARRETE DE FAIRE L'HPN,bouffee s'arrete de faire l'hpn,True,auto-syntax
BOUFFEE asympto,bouffee asympto,True,auto-syntax
BOUFFEES DE POINTES,bouffees de pointes,True,auto-syntax
BOUFFEES DE POINTES-ONDES,bouffees de pointes ondes,True,auto-syntax
BOUGE,bouge,True,auto-syntax
BOUGE 0 sec,bouge 0 sec,True,auto-syntax
BOUGE E SES JAMBES,bouge e ses jambes,True,auto-syntax
BOUGE EMENTS,bouge ements,True,auto-syntax
BOUGE LA COUVERTURE,bouge la couverture,True,auto-syntax
BOUGE LA TETE,bouge la tete,True,auto-syntax
BOUGE MAIN G,bouge main g,True,auto-syntax
BOUGE MS D,bouge ms d,True,auto-syntax
BOUGE N,bouge n,True,auto-syntax
BOUGE OY,bouge oy,True,auto-syntax
BOUGE POUCE G,bouge pouce g,True,auto-syntax
BOUGE RAS,bouge ras,True,auto-syntax
BOUGE REVEIL,bouge reveil,True,auto-syntax
BOUGE S,bouge s,True,auto-syntax
BOUGE SES MB SUP DROIT,bouge ses mb sup droit,True,auto-syntax
BOUGE TENUS,bouge tenus,True,auto-syntax
BOUGE TETE,bouge tete,True,auto-syntax
BOUGE TTE,bouge tte,True,auto-syntax
BOUGE TËTE,bouge tëte,True,auto-syntax
BOUGE sec,bouge sec,True,auto-syntax
BROSSE LES DENTS,brosse les dents,True,auto-syntax
BRUIT,bruit,True,auto-syntax
BUIT DE PERCEUSE,buit de perceuse,True,auto-syntax
Baille,baille,True,auto-syntax
Bateau ?,bateau?,True,auto-syntax
Begaiement,begaiement,True,auto-syntax
"Bien éveillée, ne préviens pas","bien éveillée, ne préviens pas",True,auto-syntax
Bouffée,bouffée,True,auto-syntax
Bouffée d'éléments lents diffus,bouffée d'éléments lents diffus,True,auto-syntax
Bouffée de pointes,bouffée de pointes,True,auto-syntax
Bouge,bouge,True,auto-syntax
Bouge 0 sec,bouge 0 sec,True,auto-syntax
Bouge N sec,bouge n sec,True,auto-syntax
Bouge PN 60 sec re mais tjr presente,bouge pn 60 sec re mais tjr presente,True,auto-syntax
Bouge RAS,bouge ras,True,auto-syntax
Bouge Ras,bouge ras,True,auto-syntax
Bouge es de la Vigilance,bouge es de la vigilance,True,auto-syntax
Bouge le syeux,bouge le syeux,True,auto-syntax
Bouge tête,bouge tête,True,auto-syntax
Bouge tête puis lève main G,bouge tête puis lève main g,True,auto-syntax
Bouge ventre,bouge ventre,True,auto-syntax
Bouton patient 1,bouton patient 1,True,auto-syntax
Bouton patient 2,bouton patient 2,True,auto-syntax
Bouton patient 3,bouton patient 3,True,auto-syntax
Bruit,bruit,True,auto-syntax
Bruit (discussion à proximité),bruit (discussion à proximité),True,auto-syntax
Bruit=>secousse,bruit=>secousse,True,auto-syntax
Brêve Dlr au niveau de la tête côté gau,brêve dlr au niveau de la tête côté gau,True,auto-syntax
Bégaiement,bégaiement,True,auto-syntax
C'est quoi ?,c'est quoi?,True,auto-syntax
C3P3 ralentissement,c3p3 ralentissement,True,auto-syntax
C3P3P3O1F7T3T3T5,c3p3p3o1f7t3t3t5,True,auto-syntax
C4,c4,True,auto-syntax
C4 T4,c4 t4,True,auto-syntax
C4/CZ,c4/cz,True,auto-syntax
CHUTE post crise,chute post crise,True,auto-syntax
CI,ci,True,auto-syntax
CI ording pause,ci ording pause,True,auto-syntax
CI?,ci?,True,auto-syntax
CLAQUE DES DENTS,claque des dents,True,auto-syntax
CLIGNE DES YEUX,cligne des yeux,True,auto-syntax
CLONIE MAIN DTE,clonie main dte,True,auto-syntax
CLONIE TETE,clonie tete,True,auto-syntax
CLONIES DES 2 MEMBRES SUP,clonies des 2 membres sup,True,auto-syntax
CLONIES DES PAUPIERES,clonies des paupieres,True,auto-syntax
CNE?,cne?,True,auto-syntax
CNEP,cnep,True,auto-syntax
CNEP ?,cnep?,True,auto-syntax
CNEP?,cnep?,True,auto-syntax
COMME DEBUT DE CRISE,comme debut de crise,True,auto-syntax
COMME DEBUT DE CRISE ANGOISSANT,comme debut de crise angoissant,True,auto-syntax
COMME IL VEUT,comme il veut,True,auto-syntax
COMME UN COUPDE POING,comme un coupde poing,True,auto-syntax
COMME UN DEBUT DE CRISE,comme un debut de crise,True,auto-syntax
COMMENCE A MACHONNER,commence a machonner,True,auto-syntax
CONTRACTE LES PAUPIERES,contracte les paupieres,True,auto-syntax
CONTRACTIONS ABDOMINALES TJR PRESENTES,contractions abdominales tjr presentes,True,auto-syntax
CONTRACTIONS DES EPAULES ET ABDO,contractions des epaules et abdo,True,auto-syntax
CONTRACTIONS INVOLONTAIRES,contractions involontaires,True,auto-syntax
CONTRACTIONS TJR PRESENTES,contractions tjr presentes,True,auto-syntax
CONTROLER SA MACHOIRE,controler sa machoire,True,auto-syntax
COmplexe K aigu et fuseaux ?,complexe k aigu et fuseaux?,True,auto-syntax
CP,cp,True,auto-syntax
CRACHE,crache,True,auto-syntax
CRIE,crie,True,auto-syntax
CRIE MAMAN PAPA,crie maman papa,True,auto-syntax
CRIS INFRA ?,cris infra?,True,auto-syntax
CRISE,crise,True,auto-syntax
CRISE 1,crise 1,True,auto-syntax
CRISE 12,crise 12,True,auto-syntax
CRISE 13,crise 13,True,auto-syntax
CRISE 14,crise 14,True,auto-syntax
CRISE 15,crise 15,True,auto-syntax
CRISE 16,crise 16,True,auto-syntax
CRISE 17,crise 17,True,auto-syntax
CRISE 18,crise 18,True,auto-syntax
CRISE 19,crise 19,True,auto-syntax
CRISE 2,crise 2,True,auto-syntax
CRISE 2 à 06h17,crise 2 à 06h17,True,auto-syntax
CRISE 20,crise 20,True,auto-syntax
CRISE 21,crise 21,True,auto-syntax
CRISE 22,crise 22,True,auto-syntax
CRISE 23,crise 23,True,auto-syntax
CRISE 3,crise 3,True,auto-syntax
CRISE 4,crise 4,True,auto-syntax
CRISE 5,crise 5,True,auto-syntax
CRISE 6,crise 6,True,auto-syntax
CRISE 7,crise 7,True,auto-syntax
CRISE ?,crise?,True,auto-syntax
CRISE ? Arrêt activités moins marqué,crise? arrêt activités moins marqué,True,auto-syntax
CRISE ???,crise?,True,auto-syntax
CRISE AVEC CHUTE,crise avec chute,True,auto-syntax
CRISE E,crise e,True,auto-syntax
CRISE GE ?,crise ge?,True,auto-syntax
CRISE INFRA,crise infra,True,auto-syntax
CRISE TYPE CHUTE,crise type chute,True,auto-syntax
CRISE patient 1,crise patient 1,True,auto-syntax
CRISE type flash,crise type flash,True,auto-syntax
CRISE?,crise?,True,auto-syntax
CRISE? CA NE VA PAS,crise? ca ne va pas,True,auto-syntax
CRISPATION MAIN DOITE,crispation main doite,True,auto-syntax
CZ RECTIFIEE,cz rectifiee,True,auto-syntax
Car sur côté droit !,car sur côté droit!,True,auto-syntax
Cherche l'alarme,cherche l'alarme,True,auto-syntax
Clignements,clignements,True,auto-syntax
Clignements légers,clignements légers,True,auto-syntax
Clonies + sensation electrique,clonies + sensation electrique,True,auto-syntax
Clonies +/- Trémulations n gauche,clonies +/ trémulations n gauche,True,auto-syntax
Clonies doigts dt,clonies doigts dt,True,auto-syntax
Clonies palpébrales,clonies palpébrales,True,auto-syntax
Clonies palpébrales maintien Barré,clonies palpébrales maintien barré,True,auto-syntax
Cnep ?,cnep?,True,auto-syntax
Colère,colère,True,auto-syntax
Commence à mieux parler,commence à mieux parler,True,auto-syntax
Complexe K,complexe k,True,auto-syntax
Complexe K et fuseau?,complexe k et fuseau?,True,auto-syntax
Complexe K et fuseaux,complexe k et fuseaux,True,auto-syntax
Complexe K et fuseaux???,complexe k et fuseaux?,True,auto-syntax
Complexe K?,complexe k?,True,auto-syntax
Complexe K???,complexe k?,True,auto-syntax
Complexes K?,complexes k?,True,auto-syntax
Comportement.Se réinstalle pour dormir?,comportement.se réinstalle pour dormir?,True,auto-syntax
Contraction face droite,contraction face droite,True,auto-syntax
Contraction faciales D rythmiques,contraction faciales d rythmiques,True,auto-syntax
Contractions main G,contractions main g,True,auto-syntax
Contractions ryth rapides ralentissa à G,contractions ryth rapides ralentissa à g,True,auto-syntax
Contract° arythmiques commiss labiale G,contract° arythmiques commiss labiale g,True,auto-syntax
Coudes fléchis,coudes fléchis,True,auto-syntax
Crache l'Urbanyl,crache l'urbanyl,True,auto-syntax
Crie,crie,True,auto-syntax
Crie e,crie e,True,auto-syntax
Cris et part en arriere,cris et part en arriere,True,auto-syntax
Crise,crise,True,auto-syntax
Crise (aux toilettes),crise (aux toilettes),True,auto-syntax
Crise 1,crise 1,True,auto-syntax
Crise 10,crise 10,True,auto-syntax
Crise 11,crise 11,True,auto-syntax
Crise 12,crise 12,True,auto-syntax
Crise 13,crise 13,True,auto-syntax
Crise 17,crise 17,True,auto-syntax
Crise 2,crise 2,True,auto-syntax
Crise 2 ?,crise 2?,True,auto-syntax
Crise 26,crise 26,True,auto-syntax
Crise 3,crise 3,True,auto-syntax
Crise 3 (ou 2e de série),crise 3 (ou 2e de série),True,auto-syntax
Crise 3 ?,crise 3?,True,auto-syntax
Crise 4,crise 4,True,auto-syntax
Crise 4 (3e de la série,crise 4 (3e de la série,True,auto-syntax
Crise 47,crise 47,True,auto-syntax
Crise 5,crise 5,True,auto-syntax
Crise 50 ?,crise 50?,True,auto-syntax
Crise 6,crise 6,True,auto-syntax
Crise 7,crise 7,True,auto-syntax
Crise 8,crise 8,True,auto-syntax
Crise 9,crise 9,True,auto-syntax
Crise ?,crise?,True,auto-syntax
Crise ? déviation des yeux G,crise? déviation des yeux g,True,auto-syntax
Crise D,crise d,True,auto-syntax
Crise IC droite,crise ic droite,True,auto-syntax
Crise Infra?,crise infra?,True,auto-syntax
Crise Infraclinique,crise infraclinique,True,auto-syntax
Crise avec chute dans les toilettes?,crise avec chute dans les toilettes?,True,auto-syntax
Crise clinique. RAS électrique?,crise clinique. ras électrique?,True,auto-syntax
Crise droite,crise droite,True,auto-syntax
Crise sursaut? il dit que oui. Surpris,crise sursaut? il dit que oui. surpris,True,auto-syntax
Crise/CNEP,crise/cnep,True,auto-syntax
Crise/CNEP ?,crise/cnep?,True,auto-syntax
Crise25,crise25,True,auto-syntax
Crise30,crise30,True,auto-syntax
Crise41,crise41,True,auto-syntax
Crise43,crise43,True,auto-syntax
Crise44,crise44,True,auto-syntax
Crise45,crise45,True,auto-syntax
Crise48,crise48,True,auto-syntax
Crise51,crise51,True,auto-syntax
Crise52,crise52,True,auto-syntax
Crise?,crise?,True,auto-syntax
Crise? e tête,crise? e tête,True,auto-syntax
Croise jambes,croise jambes,True,auto-syntax
Céphalées,céphalées,True,auto-syntax
Côté droit,côté droit,True,auto-syntax
D,d,True,auto-syntax
D!!!!!!!!,d!,True,auto-syntax
D2CHARGE,d2charge,True,auto-syntax
D2CHARGE INFRACLINIQUE,d2charge infraclinique,True,auto-syntax
D2CHARGE LENTE H2MISPH2RIQUE DROITE????£,d2charge lente h2misph2rique droite?£,True,auto-syntax
D2GLUTI,d2gluti,True,auto-syntax
D>G,d>g,True,auto-syntax
DEBUT,debut,True,auto-syntax
DEBUT HPN,debut hpn,True,auto-syntax
DEBUT SLI,debut sli,True,auto-syntax
DECHARGE,decharge,True,auto-syntax
DECHARGE ?,decharge?,True,auto-syntax
DECHARGE GCHE,decharge gche,True,auto-syntax
DECHARGE LENTE F8,decharge lente f8,True,auto-syntax
DECHARGE RYTHMIQUE F8,decharge rythmique f8,True,auto-syntax
DECHARGE TETE DROITE,decharge tete droite,True,auto-syntax
DECHARGE?,decharge?,True,auto-syntax
DECRIPTION,decription,True,auto-syntax
DECRIT UNE SENSATION DE VERTIGES,decrit une sensation de vertiges,True,auto-syntax
DEGLUTIT,deglutit,True,auto-syntax
DEGLUTITION,deglutition,True,auto-syntax
DEJA 14 MIN,deja 14 min,True,auto-syntax
DEJA RESSENTI CA AVANT UNE CRISE,deja ressenti ca avant une crise,True,auto-syntax
DENNOMME,dennomme,True,auto-syntax
DENOMME,denomme,True,auto-syntax
DENOMME EST POASSEE,denomme est poassee,True,auto-syntax
DENOMME LA MONTRE,denomme la montre,True,auto-syntax
DENOMME LE PORTABLE,denomme le portable,True,auto-syntax
"DENOMME LE SMARTOPHONE FEL AS""","denomme le smartophone fel as""",True,auto-syntax
DENOMME LE STYLO,denomme le stylo,True,auto-syntax
DENOMME OBJET,denomme objet,True,auto-syntax
DENOMME OK,denomme ok,True,auto-syntax
DES TREMBLEMENTS pitations,des tremblements pitations,True,auto-syntax
DESATURATION,desaturation,True,auto-syntax
DESERRE,deserre,True,auto-syntax
DESSERE LES MAINS NS,dessere les mains ns,True,auto-syntax
DESSERE MAIN G,dessere main g,True,auto-syntax
DESSERRE,desserre,True,auto-syntax
DESSERRE LE POIG GAUCHE,desserre le poig gauche,True,auto-syntax
DESSERRE LE POING DROIT,desserre le poing droit,True,auto-syntax
DESSERRE LES POINGS,desserre les poings,True,auto-syntax
DEVIATION DE LA TETE A GAUCHE,deviation de la tete a gauche,True,auto-syntax
DEVIATION DU TRONC,deviation du tronc,True,auto-syntax
DIFF A RESPIRER OBSTACLA LA DEGLUTITION,diff a respirer obstacla la deglutition,True,auto-syntax
DIFFICULTE A ARTICULER,difficulte a articuler,True,auto-syntax
DIFFICULTE A PARLER,difficulte a parler,True,auto-syntax
DIT A POSTERIORI QU IL A DU MAL A,dit a posteriori qu il a du mal a,True,auto-syntax
DIT ALLER BIEN,dit aller bien,True,auto-syntax
DIT AVOIR CHAUD A LA TETE,dit avoir chaud a la tete,True,auto-syntax
DIT AVOIR DES SENSATIONS,dit avoir des sensations,True,auto-syntax
DIT AVOIR DES SENSATIONS DANS LE MAINS,dit avoir des sensations dans le mains,True,auto-syntax
DIT AVOIR DU MAL A RESPIRER,dit avoir du mal a respirer,True,auto-syntax
DIT AVOIR EU FLASH DE SOUVENIR,dit avoir eu flash de souvenir,True,auto-syntax
DIT AVOIR EU MAL A LA TETE COTE DROIT,dit avoir eu mal a la tete cote droit,True,auto-syntax
DIT AVOIR EU UN COURANT ELECTRIQ TETE,dit avoir eu un courant electriq tete,True,auto-syntax
DIT AVOIR FAIT UNE CRIS E,dit avoir fait une cris e,True,auto-syntax
DIT AVOIR FAIT UNE CRISE,dit avoir fait une crise,True,auto-syntax
DIT AVOIR LES MAIN MOITE,dit avoir les main moite,True,auto-syntax
DIT AVOIR LES MAINS MOITES,dit avoir les mains moites,True,auto-syntax
DIT AVOIR MAL AU VENTRE,dit avoir mal au ventre,True,auto-syntax
DIT AVOIR SENTI QUELQUE CHOSE,dit avoir senti quelque chose,True,auto-syntax
DIT AVOIR UN COUP DE DESCENTE,dit avoir un coup de descente,True,auto-syntax
DIT AVOIR UNE DECHARCHE AU BRAS GAUCHE,dit avoir une decharche au bras gauche,True,auto-syntax
DIT AVOIR UNE LEGERE SENSATION DANS,dit avoir une legere sensation dans,True,auto-syntax
DIT AVOIR VU UN POINT NOIR OG,dit avoir vu un point noir og,True,auto-syntax
DIT CA VA,dit ca va,True,auto-syntax
DIT NE PAS AVOIR EU DE CRISE,dit ne pas avoir eu de crise,True,auto-syntax
DIT NE PAS SE SENTIR BIEN,dit ne pas se sentir bien,True,auto-syntax
DIT NE PAS SE SENTITR BIEN,dit ne pas se sentitr bien,True,auto-syntax
DIT QU'ELLE VA MIEUX,dit qu'elle va mieux,True,auto-syntax
DIT QU4ELLE VA BIEN,dit qu4elle va bien,True,auto-syntax
DIT QUE CA NE RESEMBLE PAS A UNE CRISE,dit que ca ne resemble pas a une crise,True,auto-syntax
DIT QUE CA NE VA PAS,dit que ca ne va pas,True,auto-syntax
DIT QUE CA TOURNE,dit que ca tourne,True,auto-syntax
DIT QUE CE N EST PAS UNE CRISE,dit que ce n est pas une crise,True,auto-syntax
